filename,toolid,findings,true_reentrancy,predicted_reentrancy
tests/0_8/07_MixedTransferEmit_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/07_MixedTransfer_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/07_MixedTransfer_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/08_MixedSendFoldEmit_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/08_MixedSendFoldEmit_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/08_MixedSendFold_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/08_MixedSendFold_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/08_MixedSend_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/08_MixedSend_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20DDMod_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DDMod_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DDMod_ree3.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DDMod_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20DDSubMod_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DDSubMod_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DDSubMod_ree3.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DDSubMod_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20DDSub_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DDSub_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20DD_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20DD_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20OnlyOnce_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20OnlyOnce_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20OnlyOnce_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20Staticcall_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/09_ERC20_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/09_ERC20_safe3.sol,manticore-0.3.7,{},False,False
tests/0_8/10_OnlyOnce_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/10_OnlyOnce_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/11_ERC20StakingPullMod_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/11_ERC20StakingPullMod_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/11_ERC20StakingPullMod_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/11_ERC20StakingPull_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/11_ERC20StakingPull_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/11_ERC20StakingPull_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/11_ERC20Staking_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/11_ERC20Staking_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/11_ERC20Staking_ree3.sol,manticore-0.3.7,{},True,False
tests/0_8/11_ERC20Staking_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/11_ERC20Staking_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/11_ERC20Staking_safe3.sol,manticore-0.3.7,{},False,False
tests/0_8/12_ProxyStaticcall_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/12_Proxy_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/12_Proxy_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/13_OnlyOwner_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/13_OnlyOwner_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/14_SidefxInline_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/14_SidefxInline_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/15_LoopCrossMod_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/15_LoopCrossMod_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/15_LoopCrossMod_ree3.sol,manticore-0.3.7,{},True,False
tests/0_8/15_LoopCrossMod_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/15_LoopCrossMutex_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/15_LoopCrossMutex_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/15_LoopCrossMutex_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/15_Loop_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/15_Loop_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/16_DelegateCall_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/16_DelegateCall_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/16_DelegateCall_ree3.sol,manticore-0.3.7,{},True,False
tests/0_8/16_DelegateCall_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/17_Rari_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/17_Rari_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/17_Rari_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/17_Rari_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/18_RariStaticcall_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/18_RariStaticcall_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/19_HumanFold_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/19_HumanFold_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/19_HumanFold_ree3.sol,manticore-0.3.7,{},True,False
tests/0_8/19_HumanFold_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/19_Human_ree1.sol,manticore-0.3.7,{},True,False
tests/0_8/19_Human_ree2.sol,manticore-0.3.7,{},True,False
tests/0_8/19_Human_ree3.sol,manticore-0.3.7,{},True,False
tests/0_8/19_Human_ree4.sol,manticore-0.3.7,{},True,False
tests/0_8/19_Human_safe1.sol,manticore-0.3.7,{},False,False
tests/0_8/19_Human_safe2.sol,manticore-0.3.7,{},False,False
tests/0_8/19_Human_safe3.sol,manticore-0.3.7,{},False,False
tests/0_8/00_BasicCall_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/00_BasicCall_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/00_BasicConst_ree1.sol,mythril-0.24.7,{State_access_after_external_call_SWC_107},True,True
tests/0_8/00_BasicConst_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/00_BasicCross_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/00_BasicEmit_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/00_BasicEmit_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/00_BasicError_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/00_BasicError_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/00_BasicFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/00_BasicFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/00_BasicFold_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/00_BasicFold_safe2.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/00_BasicNoCall_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/00_BasicNoChecks_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
tests/0_8/00_BasicNoChecks_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Transaction_Order_Dependence_SWC_114}",False,False
tests/0_8/00_BasicStaticcall_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/00_BasicUnchecked_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/00_BasicUnchecked_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/01_SingleMutexFoldSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
tests/0_8/01_SingleMutexFoldSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/01_SingleMutexFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/01_SingleMutexFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/01_SingleMutexFold_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/01_SingleMutexFold_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/01_SingleMutex_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/01_SingleMutex_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/01_SingleMutex_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/01_SingleMutex_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/02_CrossMutexSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
tests/0_8/02_CrossMutexSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/02_CrossMutexUnchecked_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/02_CrossMutexUnchecked_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/02_CrossMutex_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/02_CrossMutex_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/02_CrossMutex_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/02_CrossMutex_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/03_SingleModFoldSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
tests/0_8/03_SingleModFoldSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/03_SingleModFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/03_SingleModFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/03_SingleModFold_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/03_SingleModFold_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/03_SingleModSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
tests/0_8/03_SingleModSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/03_SingleMod_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/03_SingleMod_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/03_SingleMod_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/03_SingleMod_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/03_SingleMod_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/04_CrossModFoldSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/04_CrossModFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossModFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossModFold_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossModFold_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/04_CrossMod_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossMod_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossMod_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossMod_ree4.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossMod_ree5.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/04_CrossMod_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/04_CrossMod_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/04_CrossMod_safe3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/05_SingleSendEmitUnchecked_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/05_SingleSendEmit_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/05_SingleSendUnchecked_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/05_SingleSend_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/05_SingleSend_safe2.sol,mythril-0.24.7,{},False,False
tests/0_8/05_SingleSend_safe3.sol,mythril-0.24.7,{},False,False
tests/0_8/06_SingleTransferUnchecked_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/06_SingleTransferUnchecked_safe2.sol,mythril-0.24.7,{},False,False
tests/0_8/06_SingleTransfer_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/06_SingleTransfer_safe2.sol,mythril-0.24.7,{},False,False
tests/0_8/07_MixedTransferEmit_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/07_MixedTransferEmit_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113}",False,False
tests/0_8/07_MixedTransfer_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/07_MixedTransfer_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113}",False,False
tests/0_8/08_MixedSendFoldEmit_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/08_MixedSendFoldEmit_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113}",False,False
tests/0_8/08_MixedSendFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/08_MixedSendFold_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113}",False,False
tests/0_8/08_MixedSend_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/08_MixedSend_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113}",False,False
tests/0_8/09_ERC20DDMod_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/09_ERC20DDMod_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/09_ERC20DDMod_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/09_ERC20DDMod_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/09_ERC20DDSubMod_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/09_ERC20DDSubMod_ree2.sol,mythril-0.24.7,{},True,False
tests/0_8/09_ERC20DDSubMod_ree3.sol,mythril-0.24.7,{},True,False
tests/0_8/09_ERC20DDSubMod_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/09_ERC20DDSub_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/09_ERC20DDSub_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/09_ERC20DD_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/09_ERC20DD_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/09_ERC20OnlyOnce_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/09_ERC20OnlyOnce_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/09_ERC20OnlyOnce_safe2.sol,mythril-0.24.7,{},False,False
tests/0_8/09_ERC20Staticcall_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/09_ERC20_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/09_ERC20_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/09_ERC20_safe2.sol,mythril-0.24.7,{},False,False
tests/0_8/09_ERC20_safe3.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/10_OnlyOnce_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/10_OnlyOnce_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/11_ERC20StakingPullMod_ree1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},True,False
tests/0_8/11_ERC20StakingPullMod_ree2.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},True,False
tests/0_8/11_ERC20StakingPullMod_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/11_ERC20StakingPull_ree1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},True,False
tests/0_8/11_ERC20StakingPull_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/11_ERC20StakingPull_safe2.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/11_ERC20Staking_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/11_ERC20Staking_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/11_ERC20Staking_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/11_ERC20Staking_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/11_ERC20Staking_safe2.sol,mythril-0.24.7,{},False,False
tests/0_8/11_ERC20Staking_safe3.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
tests/0_8/12_ProxyStaticcall_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/12_Proxy_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113}",False,False
tests/0_8/12_Proxy_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,Unchecked_return_value_from_external_call_SWC_104}",False,False
tests/0_8/13_OnlyOwner_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105}",True,True
tests/0_8/13_OnlyOwner_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/14_SidefxInline_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/14_SidefxInline_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
tests/0_8/15_LoopCrossMod_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/15_LoopCrossMod_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/15_LoopCrossMod_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/15_LoopCrossMod_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",False,True
tests/0_8/15_LoopCrossMutex_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/15_LoopCrossMutex_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",False,True
tests/0_8/15_LoopCrossMutex_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",False,True
tests/0_8/15_Loop_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",True,True
tests/0_8/15_Loop_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107}",False,True
tests/0_8/16_DelegateCall_ree1.sol,mythril-0.24.7,{Delegatecall_to_user_supplied_address_SWC_112},True,False
tests/0_8/16_DelegateCall_ree2.sol,mythril-0.24.7,"{Delegatecall_to_user_supplied_address_SWC_112,State_access_after_external_call_SWC_107}",True,True
tests/0_8/16_DelegateCall_ree3.sol,mythril-0.24.7,"{Delegatecall_to_user_supplied_address_SWC_112,State_access_after_external_call_SWC_107}",True,True
tests/0_8/16_DelegateCall_safe1.sol,mythril-0.24.7,"{Delegatecall_to_user_supplied_address_SWC_112,State_access_after_external_call_SWC_107}",False,True
tests/0_8/17_Rari_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/17_Rari_ree2.sol,mythril-0.24.7,{},True,False
tests/0_8/17_Rari_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/17_Rari_safe2.sol,mythril-0.24.7,{},False,False
tests/0_8/18_RariStaticcall_ree1.sol,mythril-0.24.7,{},True,False
tests/0_8/18_RariStaticcall_safe1.sol,mythril-0.24.7,{},False,False
tests/0_8/19_HumanFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/19_HumanFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
tests/0_8/19_HumanFold_ree3.sol,mythril-0.24.7,{Dependence_on_tx_origin_SWC_115},True,False
tests/0_8/19_HumanFold_safe1.sol,mythril-0.24.7,{Dependence_on_tx_origin_SWC_115},False,False
tests/0_8/19_Human_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
tests/0_8/19_Human_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
